# V18 4000句训练数据 (自动生成)
# 格式: 编号 | 词:角色 词:角色 ...

2730|胡子:subj 看过:verb 肩头:obj
2731|一家:subj 推向:verb 罢工:obj
2732|人物:subj 跳槽:verb 面子:obj
2733|全长:subj 写下:verb 华人:obj
2734|两者:subj 打断:verb 二人:obj
2735|步兵:subj 拿出:verb 好生:obj
2736|属性:subj 关键:verb 部长:obj
2737|矿物:subj 学问:verb 军长:obj
2738|律师:subj 打工:verb 委员:obj
2739|皇家:subj 推翻:verb 会员:obj
273|势头:subj 跳槽:verb 村子:obj
2740|胆子:subj 打断:verb 成人:obj
2741|门人:subj 推出:verb 网友:obj
2742|州长:subj 开出:verb 帮主:obj
2743|孔子:subj 推动:verb 夫人:obj
2744|电器:subj 走过:verb 房子:obj
2745|作家:subj 看作:verb 组长:obj
2746|镇长:subj 说起:verb 各人:obj
2747|黄家:subj 听取:verb 地主:obj
2748|无人:subj 关闭:verb 寡头:obj
2749|回家:subj 推向:verb 地主:obj
274|全长:subj 听听:verb 士兵:obj
2750|老者:subj 看见:verb 椅子:obj
2751|名人:subj 拉开:verb 寡头:obj
2752|战机:subj 走近:verb 家长:obj
2753|样子:subj 开出:verb 公主:obj
2754|所长:subj 看过:verb 货物:obj
2755|臣民:subj 看出:verb 女子:obj
2756|母亲:subj 写成:verb 擅长:obj
2757|学员:subj 推翻:verb 殖民:obj
2758|毒性:subj 打听:verb 器官:obj
2759|战友:subj 打击:verb 实物:obj
275|病人:subj 学会:verb 着手:obj
2760|急性:subj 走进:verb 脖子:obj
2761|民兵:subj 学生:verb 银子:obj
2762|商人:subj 打击:verb 寡头:obj
2763|有机:subj 打开:verb 大师:obj
2764|公子:subj 打量:verb 双手:obj
2765|拳头:subj 打出:verb 前者:obj
2766|夫人:subj 说来:verb 最长:obj
2767|回家:subj 关联:verb 离子:obj
2768|二人:subj 看见:verb 或者:obj
2769|有人:subj 开辟:verb 出手:obj
276|男性:subj 写成:verb 电子:obj
2770|文物:subj 抓住:verb 叶子:obj
2771|科长:subj 推向:verb 原子:obj
2772|码头:subj 学位:verb 身体:obj
2773|脖子:subj 走上:verb 地主:obj
2774|妹子:subj 关键:verb 儿子:obj
2775|移民:subj 学员:verb 男人:obj
2776|罢工:subj 推向:verb 弟子:obj
2777|教主:subj 说完:verb 招生:obj
2778|华人:subj 推行:verb 多家:obj
2779|他家:subj 说出:verb 后人:obj
277|法子:subj 走来:verb 专家:obj
2780|乐器:subj 拉开:verb 发生:obj
2781|加工:subj 学费:verb 国师:obj
2782|家具:subj 开支:verb 士兵:obj
2783|人工:subj 开口:verb 笔者:obj
2784|他家:subj 学府:verb 孙子:obj
2785|商人:subj 学生:verb 分工:obj
2786|记者:subj 推翻:verb 古人:obj
2787|名人:subj 写作:verb 院子:obj
2788|团长:subj 推荐:verb 立体:obj
2789|大家:subj 打败:verb 县长:obj
278|亲人:subj 打工:verb 小子:obj
2790|道具:subj 推送:verb 加工:obj
2791|出生:subj 打击:verb 个人:obj
2792|椅子:subj 看着:verb 器官:obj
2793|木工:subj 学说:verb 成长:obj
2794|仪器:subj 开发:verb 属性:obj
2795|长子:subj 看作:verb 本性:obj
2796|动物:subj 推开:verb 开工:obj
2797|武器:subj 开拓:verb 镇长:obj
2798|女子:subj 打倒:verb 房子:obj
2799|拱手:subj 推翻:verb 工匠:obj
279|农民:subj 说完:verb 晶体:obj
27|儿子:subj 打破:verb 平民:obj
2800|胡子:subj 开支:verb 选手:obj
2801|步兵:subj 开拓:verb 笔者:obj
2802|肠子:subj 看成:verb 我家:obj
2803|世人:subj 开展:verb 总长:obj
2804|所长:subj 打出:verb 成长:obj
2805|科长:subj 学科:verb 京师:obj
2806|老人:subj 开拓:verb 炮兵:obj
2807|长官:subj 听见:verb 左手:obj
2808|高手:subj 走进:verb 清兵:obj
2809|一手:subj 打量:verb 化工:obj
280|女性:subj 开始:verb 组长:obj
2810|清兵:subj 开辟:verb 夫人:obj
2811|回头:subj 把握:verb 母亲:obj
2812|念头:subj 说道:verb 队员:obj
2813|孩子:subj 走向:verb 党员:obj
2814|前者:subj 开封:verb 孩子:obj
2815|挥手:subj 学科:verb 多家:obj
2816|天体:subj 打开:verb 镇长:obj
2817|娘子:subj 开口:verb 游客:obj
2818|家人:subj 抓住:verb 产物:obj
2819|桌子:subj 打发:verb 个性:obj
281|右手:subj 走进:verb 人民:obj
2820|回家:subj 喝酒:verb 画家:obj
2821|村民:subj 开封:verb 木工:obj
2822|大师:subj 开会:verb 用人:obj
2823|仪器:subj 说起:verb 媒体:obj
2824|男人:subj 推动:verb 慢性:obj
2825|使者:subj 开工:verb 面子:obj
2826|亲人:subj 走进:verb 天体:obj
2827|男性:subj 推出:verb 这家:obj
2828|万家:subj 开口:verb 道人:obj
2829|分工:subj 关注:verb 低头:obj
282|女性:subj 看出:verb 大人:obj
2830|加工:subj 学士:verb 在家:obj
2831|诞生:subj 打仗:verb 招生:obj
2832|站长:subj 关闭:verb 汉人:obj
2833|急性:subj 走路:verb 习性:obj
2834|镇长:subj 看到:verb 全家:obj
2835|乐器:subj 推出:verb 一手:obj
2836|个人:subj 走进:verb 私人:obj
2837|师长:subj 读书:verb 玩具:obj
2838|汉人:subj 看待:verb 多家:obj
2839|本人:subj 说话:verb 嫂子:obj
283|球员:subj 看作:verb 律师:obj
2840|人员:subj 开发:verb 民兵:obj
2841|行人:subj 看法:verb 抬头:obj
2842|道人:subj 开门:verb 前者:obj
2843|晶体:subj 看法:verb 考生:obj
2844|脑子:subj 关于:verb 自家:obj
2845|穷人:subj 学员:verb 院长:obj
2846|龙头:subj 吃饭:verb 大师:obj
2847|所长:subj 打破:verb 舌头:obj
2848|危机:subj 说明:verb 病人:obj
2849|镇长:subj 开出:verb 清兵:obj
284|叩头:subj 拿出:verb 国民:obj
2850|码头:subj 看着:verb 州长:obj
2851|君子:subj 学位:verb 女子:obj
2852|君子:subj 听取:verb 物体:obj
2853|诗人:subj 推荐:verb 下手:obj
2854|电器:subj 看看:verb 出生:obj
2855|先生:subj 打死:verb 黄家:obj
2856|肠子:subj 拿来:verb 孔子:obj
2857|法官:subj 说道:verb 富人:obj
2858|肠子:subj 打量:verb 女子:obj
2859|公子:subj 学问:verb 延长:obj
285|器官:subj 说起:verb 桌子:obj
2860|船长:subj 打击:verb 工人:obj
2861|政体:subj 走来:verb 最长:obj
2862|兵器:subj 看成:verb 加工:obj
2863|站长:subj 写成:verb 理性:obj
2864|转头:subj 推动:verb 叶子:obj
2865|随手:subj 开展:verb 战友:obj
2866|慢性:subj 学科:verb 院子:obj
2867|笔者:subj 开口:verb 小子:obj
2868|娘子:subj 学府:verb 一手:obj
2869|媒体:subj 喝道:verb 宦官:obj
286|地主:subj 说起:verb 电子:obj
2870|随手:subj 看待:verb 本人:obj
2871|校长:subj 听说:verb 个性:obj
2872|拱手:subj 说起:verb 员工:obj
2873|胖子:subj 打出:verb 后者:obj
2874|整体:subj 读书:verb 全体:obj
2875|随机:subj 关心:verb 孩子:obj
2876|病人:subj 打仗:verb 总体:obj
2877|开工:subj 推动:verb 学者:obj
2878|离子:subj 听到:verb 莲子:obj
2879|骑兵:subj 打倒:verb 个体:obj
287|特性:subj 推向:verb 器官:obj
2880|游客:subj 打听:verb 妇人:obj
2881|动手:subj 学费:verb 军官:obj
2882|记者:subj 开支:verb 罢工:obj
2883|实物:subj 学者:verb 随手:obj
2884|工具:subj 关闭:verb 道人:obj
2885|公民:subj 关键:verb 他家:obj
2886|左手:subj 走向:verb 长子:obj
2887|架子:subj 拿出:verb 日子:obj
2888|额头:subj 拿出:verb 笔者:obj
2889|成长:subj 推进:verb 商人:obj
288|教主:subj 吃饭:verb 庭长:obj
2890|军官:subj 学员:verb 右手:obj
2891|步兵:subj 看法:verb 胆子:obj
2892|动机:subj 看过:verb 天体:obj
2893|生物:subj 听说:verb 使者:obj
2894|财物:subj 走近:verb 校长:obj
2895|司机:subj 抓住:verb 晶体:obj
2896|儿子:subj 看到:verb 人生:obj
2897|二人:subj 走路:verb 石头:obj
2898|最长:subj 开出:verb 人性:obj
2899|小子:subj 开设:verb 肩头:obj
289|汉子:subj 推出:verb 身子:obj
28|学生:subj 开门:verb 教主:obj
2900|公子:subj 说话:verb 大人:obj
2901|危机:subj 打击:verb 党员:obj
2902|种子:subj 把握:verb 产生:obj
2903|船长:subj 推开:verb 天体:obj
2904|老人:subj 开始:verb 生长:obj
2905|老头:subj 说出:verb 动机:obj
2906|市民:subj 开口:verb 总长:obj
2907|民主:subj 打败:verb 山头:obj
2908|抬头:subj 开发:verb 朋友:obj
2909|物体:subj 打算:verb 太子:obj
290|种子:subj 看待:verb 县长:obj
2910|律师:subj 学科:verb 实物:obj
2911|画家:subj 打击:verb 发生:obj
2912|世人:subj 开支:verb 农民:obj
2913|乡长:subj 学府:verb 专家:obj
2914|理性:subj 开封:verb 日子:obj
2915|民主:subj 听到:verb 尸体:obj
2916|二者:subj 开封:verb 君子:obj
2917|整体:subj 走路:verb 骨头:obj
2918|无人:subj 说法:verb 见长:obj
2919|点头:subj 开创:verb 弟子:obj
291|公民:subj 拿出:verb 游客:obj
2920|殖民:subj 关注:verb 额头:obj
2921|敌人:subj 开工:verb 多家:obj
2922|动物:subj 拿下:verb 固体:obj
2923|习性:subj 学会:verb 石头:obj
2924|总长:subj 开工:verb 文物:obj
2925|动物:subj 看来:verb 老师:obj
2926|人民:subj 关心:verb 官家:obj
2927|嗓子:subj 开展:verb 寡头:obj
2928|团长:subj 看法:verb 山头:obj
2929|公主:subj 拿下:verb 人家:obj
292|产生:subj 拉开:verb 索性:obj
2930|门人:subj 说起:verb 玩具:obj
2931|军民:subj 打着:verb 先生:obj
2932|大家:subj 听说:verb 专家:obj
2933|索性:subj 学员:verb 胡子:obj
2934|人人:subj 推行:verb 人家:obj
2935|鼻子:subj 推行:verb 器官:obj
2936|延长:subj 开辟:verb 网友:obj
2937|古人:subj 学院:verb 老者:obj
2938|液体:subj 推行:verb 打工:obj
2939|他人:subj 拿来:verb 人生:obj
293|眉头:subj 拉开:verb 流体:obj
2940|为主:subj 抓住:verb 队员:obj
2941|陌生:subj 学费:verb 古人:obj
2942|民兵:subj 看过:verb 整体:obj
2943|属性:subj 写成:verb 天体:obj
2944|本人:subj 看过:verb 购物:obj
2945|兵器:subj 说话:verb 京师:obj
2946|个人:subj 走进:verb 师长:obj
2947|矿物:subj 推广:verb 妻子:obj
2948|君主:subj 推广:verb 成员:obj
2949|军人:subj 走过:verb 各家:obj
294|人生:subj 走向:verb 旅客:obj
2950|工具:subj 写道:verb 主人:obj
2951|农民:subj 打破:verb 皇家:obj
2952|王家:subj 看着:verb 仪器:obj
2953|会员:subj 关联:verb 军官:obj
2954|家人:subj 打着:verb 父亲:obj
2955|主体:subj 推开:verb 画家:obj
2956|抬头:subj 看来:verb 此人:obj
2957|帽子:subj 拿下:verb 组长:obj
2958|前者:subj 读书:verb 寡头:obj
2959|妻子:subj 听听:verb 桌子:obj
295|员工:subj 看法:verb 小人:obj
2960|人民:subj 听取:verb 朋友:obj
2961|打工:subj 说道:verb 玩具:obj
2962|额头:subj 看法:verb 仆人:obj
2963|孙子:subj 打仗:verb 暗器:obj
2964|司机:subj 关节:verb 出兵:obj
2965|首长:subj 学者:verb 省长:obj
2966|乘机:subj 学费:verb 帮主:obj
2967|山头:subj 喝道:verb 机体:obj
2968|在家:subj 看出:verb 男子:obj
2969|集体:subj 抓住:verb 居民:obj
296|离子:subj 打仗:verb 见长:obj
2970|肩头:subj 关闭:verb 总长:obj
2971|房子:subj 关于:verb 旁人:obj
2972|长官:subj 说出:verb 地主:obj
2973|乡长:subj 学校:verb 馒头:obj
2974|各人:subj 写成:verb 人员:obj
2975|读者:subj 说出:verb 旁人:obj
2976|世人:subj 关联:verb 本人:obj
2977|出手:subj 学科:verb 土家:obj
2978|码头:subj 走近:verb 孔子:obj
2979|时机:subj 说法:verb 作家:obj
297|弹性:subj 走上:verb 法子:obj
2980|本人:subj 推送:verb 团体:obj
2981|下手:subj 走进:verb 肠子:obj
2982|军官:subj 看着:verb 物体:obj
2983|他人:subj 关注:verb 胆子:obj
2984|儿子:subj 学费:verb 选手:obj
2985|土家:subj 开拓:verb 作物:obj
2986|电器:subj 拿到:verb 党员:obj
2987|政体:subj 看出:verb 转头:obj
2988|回头:subj 开出:verb 罢工:obj
2989|长子:subj 走出:verb 两家:obj
298|公主:subj 走进:verb 液体:obj
2990|人民:subj 关心:verb 官家:obj
2991|人人:subj 走廊:verb 公民:obj
2992|道具:subj 听说:verb 工具:obj
2993|会员:subj 拿来:verb 厂长:obj
2994|晶体:subj 学问:verb 首长:obj
2995|种子:subj 打败:verb 筷子:obj
2996|种子:subj 开支:verb 家长:obj
2997|嫂子:subj 打开:verb 增长:obj
2998|皇家:subj 读者:verb 事物:obj
2999|加工:subj 喝酒:verb 人家:obj
299|党员:subj 写作:verb 儒家:obj
29|地主:subj 走廊:verb 生长:obj
2|两家:subj 拿到:verb 罢工:obj
3000|县长:subj 开会:verb 擅长:obj
3001|习性:subj 走进:verb 国民:obj
3002|王家:subj 走出:verb 低头:obj
3003|道具:subj 打工:verb 团长:obj
3004|有机:subj 喝道:verb 属性:obj
3005|挥手:subj 说完:verb 女性:obj
3006|军长:subj 学派:verb 柱子:obj
3007|弹性:subj 打死:verb 官家:obj
3008|习性:subj 拿到:verb 汉子:obj
3009|最长:subj 推翻:verb 行人:obj
300|媒体:subj 看着:verb 事物:obj
3010|开工:subj 打破:verb 儒家:obj
3011|学者:subj 关系:verb 物体:obj
3012|世人:subj 听取:verb 无人:obj
3013|嗓子:subj 打仗:verb 脖子:obj
3014|拳头:subj 看着:verb 这家:obj
3015|国民:subj 推荐:verb 动机:obj
3016|议员:subj 学派:verb 夫人:obj
3017|僧人:subj 推开:verb 国师:obj
3018|厂长:subj 看出:verb 银子:obj
3019|院子:subj 开展:verb 法官:obj
301|心头:subj 关于:verb 村子:obj
3020|万物:subj 吃饭:verb 镇长:obj
3021|鼻子:subj 写成:verb 码头:obj
3022|古人:subj 关键:verb 私人:obj
3023|产物:subj 打工:verb 拱手:obj
3024|本人:subj 打量:verb 成员:obj
3025|会员:subj 学士:verb 飞机:obj
3026|人生:subj 推行:verb 院长:obj
3027|有机:subj 打工:verb 门人:obj
3028|气体:subj 走上:verb 君子:obj
3029|朋友:subj 吃惊:verb 局长:obj
302|君主:subj 推动:verb 电器:obj
3030|整体:subj 把握:verb 器官:obj
3031|对手:subj 学习:verb 自家:obj
3032|低头:subj 开来:verb 银子:obj
3033|亲兵:subj 打扮:verb 妻子:obj
3034|或者:subj 打出:verb 圈子:obj
3035|处长:subj 走来:verb 舌头:obj
3036|亲兵:subj 说话:verb 一家:obj
3037|军民:subj 推广:verb 整体:obj
3038|产物:subj 听见:verb 此人:obj
3039|回头:subj 推广:verb 新生:obj
303|战机:subj 听说:verb 胡子:obj
3040|病人:subj 开口:verb 动手:obj
3041|父子:subj 开国:verb 工人:obj
3042|村民:subj 拉开:verb 队长:obj
3043|老头:subj 走路:verb 全体:obj
3044|架子:subj 吃惊:verb 狮子:obj
3045|家长:subj 走来:verb 身体:obj
3046|鼻子:subj 说道:verb 一手:obj
3047|电子:subj 走来:verb 胆子:obj
3048|夫人:subj 读书:verb 弟子:obj
3049|首长:subj 走来:verb 各家:obj
304|道具:subj 走向:verb 随手:obj
3050|木工:subj 打发:verb 国家:obj
3051|工人:subj 开拓:verb 陶器:obj
3052|人人:subj 看过:verb 游客:obj
3053|区长:subj 看成:verb 记者:obj
3054|职工:subj 说道:verb 团体:obj
3055|黄家:subj 说完:verb 出生:obj
3056|工匠:subj 学术:verb 院子:obj
3057|团子:subj 关闭:verb 液体:obj
3058|人体:subj 走廊:verb 本性:obj
3059|母亲:subj 说来:verb 笔者:obj
305|炮兵:subj 走来:verb 漫长:obj
3060|世人:subj 关节:verb 漫长:obj
3061|团子:subj 学说:verb 省长:obj
3062|屋子:subj 开国:verb 例子:obj
3063|主体:subj 写作:verb 例子:obj
3064|汉子:subj 读者:verb 小子:obj
3065|古人:subj 开展:verb 行者:obj
3066|个性:subj 打败:verb 后者:obj
3067|双手:subj 学校:verb 名人:obj
3068|家具:subj 打击:verb 鼻子:obj
3069|椅子:subj 看见:verb 患者:obj
306|部长:subj 学术:verb 令人:obj
3070|眉头:subj 学者:verb 后者:obj
3071|街头:subj 学院:verb 处长:obj
3072|两者:subj 开口:verb 杀人:obj
3073|老人:subj 推行:verb 飞机:obj
3074|商人:subj 关键:verb 索性:obj
3075|作者:subj 看到:verb 员工:obj
3076|回头:subj 推进:verb 商人:obj
3077|网友:subj 学派:verb 胡子:obj
3078|船长:subj 听听:verb 双手:obj
3079|固体:subj 学位:verb 高手:obj
307|财物:subj 学者:verb 右手:obj
3080|大人:subj 学府:verb 黑人:obj
3081|令人:subj 开来:verb 骑兵:obj
3082|团体:subj 学者:verb 二者:obj
3083|脑子:subj 打量:verb 职工:obj
3084|街头:subj 看过:verb 施工:obj
3085|清兵:subj 打仗:verb 总兵:obj
3086|个性:subj 关联:verb 下手:obj
3087|市民:subj 写成:verb 父子:obj
3088|伸手:subj 写作:verb 武器:obj
3089|老头:subj 开支:verb 花生:obj
308|胆子:subj 推出:verb 招生:obj
3090|莲子:subj 学习:verb 鼻子:obj
3091|作者:subj 关注:verb 机体:obj
3092|主人:subj 学科:verb 擅长:obj
3093|眉头:subj 抓住:verb 全民:obj
3094|索性:subj 听听:verb 读者:obj
3095|花生:subj 写成:verb 我家:obj
3096|眉头:subj 关注:verb 本性:obj
3097|石头:subj 跳槽:verb 父亲:obj
3098|使者:subj 说话:verb 矿物:obj
3099|骨头:subj 学院:verb 化工:obj
309|刊物:subj 学府:verb 房子:obj
30|战机:subj 看着:verb 人员:obj
3100|省长:subj 开出:verb 老子:obj
3101|晶体:subj 打破:verb 富人:obj
3102|身子:subj 看法:verb 站长:obj
3103|特性:subj 打击:verb 念头:obj
3104|省长:subj 看看:verb 大家:obj
3105|食物:subj 写下:verb 额头:obj
3106|古人:subj 说道:verb 个人:obj
3107|房子:subj 写成:verb 日子:obj
3108|步兵:subj 喝酒:verb 父亲:obj
3109|山头:subj 看出:verb 化工:obj
310|全体:subj 开会:verb 人人:obj
3110|口子:subj 关系:verb 好生:obj
3111|打工:subj 说明:verb 胖子:obj
3112|黄家:subj 看成:verb 右手:obj
3113|见长:subj 学派:verb 自家:obj
3114|客人:subj 开封:verb 公民:obj
3115|大人:subj 听说:verb 出手:obj
3116|晶体:subj 推出:verb 各人:obj
3117|乘机:subj 说明:verb 道人:obj
3118|乐器:subj 开工:verb 总长:obj
3119|帮主:subj 写下:verb 专家:obj
311|移民:subj 抓住:verb 野生:obj
3120|孩子:subj 学位:verb 总兵:obj
3121|家具:subj 打断:verb 有人:obj
3122|师长:subj 打扮:verb 汉人:obj
3123|民兵:subj 关系:verb 道具:obj
3124|平民:subj 看到:verb 二者:obj
3125|加工:subj 关系:verb 成人:obj
3126|磕头:subj 拉开:verb 施工:obj
3127|长子:subj 开始:verb 犯人:obj
3128|娘子:subj 开创:verb 帽子:obj
3129|尸体:subj 关节:verb 学者:obj
312|屋子:subj 推荐:verb 一家:obj
3130|老师:subj 走出:verb 他家:obj
3131|大师:subj 打着:verb 军民:obj
3132|肩头:subj 推翻:verb 实物:obj
3133|无人:subj 开发:verb 日子:obj
3134|公主:subj 开辟:verb 院子:obj
3135|天体:subj 开通:verb 客人:obj
3136|回家:subj 学校:verb 电子:obj
3137|挥手:subj 走来:verb 骨头:obj
3138|民主:subj 说来:verb 人人:obj
3139|炮兵:subj 听听:verb 男子:obj
313|粒子:subj 跳槽:verb 球员:obj
3140|手机:subj 看法:verb 众人:obj
3141|二人:subj 写下:verb 右手:obj
3142|老师:subj 开口:verb 客人:obj
3143|野生:subj 拿到:verb 成人:obj
3144|陌生:subj 打开:verb 外长:obj
3145|房子:subj 看着:verb 食物:obj
3146|考生:subj 关键:verb 刊物:obj
3147|他人:subj 写下:verb 出兵:obj
3148|学生:subj 开封:verb 化工:obj
3149|工具:subj 开门:verb 电器:obj
314|古人:subj 看着:verb 索性:obj
3150|总体:subj 看待:verb 山头:obj
3151|身子:subj 关联:verb 男人:obj
3152|商人:subj 看到:verb 军人:obj
3153|所长:subj 拉开:verb 右手:obj
3154|记者:subj 打开:verb 动物:obj
3155|全体:subj 走上:verb 名人:obj
3156|弹性:subj 打倒:verb 船长:obj
3157|个性:subj 开采:verb 转头:obj
3158|各人:subj 说法:verb 见长:obj
3159|这家:subj 推翻:verb 名人:obj
315|用人:subj 学士:verb 富人:obj
3160|下手:subj 学员:verb 夫人:obj
3161|君主:subj 开辟:verb 工具:obj
3162|军人:subj 走出:verb 龙头:obj
3163|君子:subj 打算:verb 势头:obj
3164|叶子:subj 听到:verb 议员:obj
3165|胖子:subj 说来:verb 亲兵:obj
3166|机器:subj 说完:verb 臣民:obj
3167|特性:subj 听听:verb 用人:obj
3168|区长:subj 走路:verb 鼻子:obj
3169|前者:subj 喝道:verb 多家:obj
316|或者:subj 学科:verb 庭长:obj
3170|后者:subj 拿出:verb 万家:obj
3171|物体:subj 开封:verb 民兵:obj
3172|人人:subj 学科:verb 低头:obj
3173|清兵:subj 听取:verb 殖民:obj
3174|司机:subj 看到:verb 战友:obj
3175|会员:subj 学士:verb 生长:obj
3176|记者:subj 打倒:verb 妻子:obj
3177|职工:subj 开口:verb 天体:obj
3178|校长:subj 打败:verb 战友:obj
3179|陶器:subj 关系:verb 有机:obj
317|磕头:subj 学府:verb 此人:obj
3180|植物:subj 听取:verb 总体:obj
3181|全民:subj 走向:verb 着手:obj
3182|莲子:subj 推动:verb 二者:obj
3183|议员:subj 看成:verb 先生:obj
3184|右手:subj 走过:verb 民主:obj
3185|势头:subj 看看:verb 村子:obj
3186|一头:subj 关闭:verb 民主:obj
3187|官兵:subj 学问:verb 主体:obj
3188|民主:subj 把握:verb 工人:obj
3189|码头:subj 关系:verb 镇长:obj
318|臣民:subj 走廊:verb 站长:obj
3190|员工:subj 开门:verb 区长:obj
3191|礼物:subj 走上:verb 队长:obj
3192|着手:subj 拿出:verb 机体:obj
3193|银子:subj 学位:verb 回头:obj
3194|地主:subj 听取:verb 两者:obj
3195|诗人:subj 看作:verb 有人:obj
3196|顺手:subj 说道:verb 化工:obj
3197|父亲:subj 开采:verb 回家:obj
3198|急性:subj 关节:verb 国师:obj
3199|名人:subj 走进:verb 杀人:obj
319|母亲:subj 打仗:verb 妻子:obj
31|拱手:subj 关心:verb 父子:obj
3200|行人:subj 看作:verb 主体:obj
3201|党员:subj 打败:verb 势头:obj
3202|实物:subj 学说:verb 厂长:obj
3203|区长:subj 走私:verb 药物:obj
3204|世人:subj 学生:verb 群体:obj
3205|产物:subj 开放:verb 工具:obj
3206|实物:subj 开支:verb 食物:obj
3207|官兵:subj 开出:verb 国家:obj
3208|转头:subj 学派:verb 别人:obj
3209|无人:subj 走上:verb 律师:obj
320|大家:subj 打量:verb 转头:obj
3210|教主:subj 打发:verb 选手:obj
3211|球员:subj 关系:verb 旅客:obj
3212|旅客:subj 说起:verb 妻子:obj
3213|道具:subj 开通:verb 无人:obj
3214|民兵:subj 开始:verb 团长:obj
3215|叶子:subj 打开:verb 战友:obj
3216|流体:subj 走上:verb 家长:obj
3217|双手:subj 打死:verb 团体:obj
3218|旁人:subj 开拓:verb 组长:obj
3219|太子:subj 抓住:verb 房子:obj
321|新生:subj 开采:verb 天体:obj
3220|工人:subj 看过:verb 万物:obj
3221|狮子:subj 看出:verb 华人:obj
3222|局长:subj 打发:verb 名人:obj
3223|土家:subj 说法:verb 液体:obj
3224|最长:subj 听见:verb 药物:obj
3225|见长:subj 学士:verb 老者:obj
3226|乘机:subj 关注:verb 法子:obj
3227|选民:subj 学生:verb 军官:obj
3228|站长:subj 打破:verb 脑子:obj
3229|村子:subj 走过:verb 黄家:obj
322|植物:subj 学问:verb 肠子:obj
3230|地主:subj 走路:verb 全体:obj
3231|男子:subj 打扮:verb 军官:obj
3232|专家:subj 说出:verb 群体:obj
3233|会长:subj 走出:verb 门人:obj
3234|军官:subj 走廊:verb 队员:obj
3235|招生:subj 学者:verb 一生:obj
3236|胆子:subj 开口:verb 亲兵:obj
3237|国师:subj 读者:verb 成长:obj
3238|局长:subj 开采:verb 人性:obj
3239|工具:subj 听听:verb 炮兵:obj
323|党员:subj 学会:verb 土家:obj
3240|多家:subj 推荐:verb 人人:obj
3241|身子:subj 说完:verb 急性:obj
3242|全长:subj 开展:verb 乐器:obj
3243|莲子:subj 开放:verb 架子:obj
3244|生长:subj 走私:verb 有机:obj
3245|主体:subj 写成:verb 老子:obj
3246|党员:subj 说完:verb 流体:obj
3247|老子:subj 推送:verb 这家:obj
3248|省长:subj 听到:verb 军官:obj
3249|木工:subj 听到:verb 危机:obj
324|右手:subj 开采:verb 椅子:obj
3250|大体:subj 打倒:verb 男子:obj
3251|急性:subj 看来:verb 公民:obj
3252|公主:subj 拉开:verb 教师:obj
3253|挥手:subj 学术:verb 局长:obj
3254|他人:subj 打扮:verb 帽子:obj
3255|拱手:subj 吃饭:verb 宦官:obj
3256|特性:subj 开通:verb 手机:obj
3257|增长:subj 关闭:verb 父子:obj
3258|一体:subj 说话:verb 委员:obj
3259|后者:subj 拿出:verb 客人:obj
325|罢工:subj 推出:verb 笔者:obj
3260|躯体:subj 打算:verb 州长:obj
3261|着手:subj 打死:verb 具体:obj
3262|本性:subj 走上:verb 危机:obj
3263|属性:subj 看过:verb 点头:obj
3264|军师:subj 开国:verb 分工:obj
3265|名人:subj 抓住:verb 敌人:obj
3266|影子:subj 关闭:verb 有人:obj
3267|笔者:subj 看出:verb 老头:obj
3268|商人:subj 打出:verb 官家:obj
3269|胡子:subj 打工:verb 后者:obj
326|教主:subj 推向:verb 各人:obj
3270|物体:subj 写作:verb 后人:obj
3271|清兵:subj 打仗:verb 惊人:obj
3272|一手:subj 开放:verb 招生:obj
3273|市长:subj 读者:verb 孙子:obj
3274|对手:subj 听听:verb 最长:obj
3275|低头:subj 打算:verb 庭长:obj
3276|先生:subj 关系:verb 网友:obj
3277|小人:subj 读者:verb 影子:obj
3278|客人:subj 看待:verb 官员:obj
3279|一手:subj 学士:verb 急性:obj
327|刊物:subj 吃饭:verb 门人:obj
3280|国家:subj 走过:verb 厂长:obj
3281|镜子:subj 学士:verb 全民:obj
3282|延长:subj 学派:verb 右手:obj
3283|市民:subj 写作:verb 亲兵:obj
3284|弟子:subj 关键:verb 有人:obj
3285|矿物:subj 走进:verb 最长:obj
3286|群体:subj 听说:verb 实物:obj
3287|群体:subj 开来:verb 天子:obj
3288|肠子:subj 看着:verb 暗器:obj
3289|鼻子:subj 学科:verb 摇头:obj
328|动员:subj 推翻:verb 法子:obj
3290|后人:subj 听见:verb 记者:obj
3291|肩头:subj 打工:verb 犯人:obj
3292|患者:subj 走近:verb 汉人:obj
3293|军长:subj 说出:verb 这家:obj
3294|母亲:subj 喝酒:verb 家具:obj
3295|法官:subj 学生:verb 码头:obj
3296|院长:subj 写下:verb 京师:obj
3297|炮兵:subj 关节:verb 随机:obj
3298|国民:subj 看着:verb 例子:obj
3299|兵器:subj 听到:verb 母亲:obj
329|器官:subj 开工:verb 男性:obj
32|帽子:subj 开展:verb 对手:obj
3300|团体:subj 关心:verb 京师:obj
3301|成员:subj 学费:verb 躯体:obj
3302|圈子:subj 听听:verb 战机:obj
3303|晶体:subj 开会:verb 本性:obj
3304|黄家:subj 学历:verb 出手:obj
3305|双手:subj 学费:verb 有人:obj
3306|妇人:subj 打仗:verb 叶子:obj
3307|嗓子:subj 听听:verb 用人:obj
3308|嫂子:subj 学士:verb 所长:obj
3309|药物:subj 走上:verb 念头:obj
